RELIANCE,Reliance Industries Limited
JAICORPLTD,Jai Corp Limited
GTPL,GTPL Hathway Limited
ASTRAMICRO,Astra Microwave Products Limited
ANANTRAJ,Anant Raj Limited
PSPPROJECT,PSP Projects Limited
TIDEWATER,Tide Water Oil Company (India) Limited
MIRZAINT,Mirza International Limited
BALMLAWRIE,Balmer Lawrie & Company Limited
HSIL,HSIL Limited
VISHNU,Vishnu Chemicals Limited
KIRLOSENG,Kirloskar Oil Engines Limited
APOLLOPIPE,Apollo Pipes Limited
CHENNPETRO,Chennai Petroleum Corporation Limited
GTLINFRA,GTL Infrastructure Limited
PILANIINVS,Pilani Investment and Industries Corporation Limited
MANALIPETC,Manali Petrochemicals Limited
MARKSANS,Marksans Pharma Limited
APCOTEXIND,Apcotex Industries Limited
ALEMBICLTD,Alembic Limited
NAHARSPING,Nahar Spinning Mills Limited
GENUSPOWER,Genus Power Infrastructures Limited
UNICHEMLAB,Unichem Laboratories Limited
RAMCOIND,Ramco Industries Limited
BAJAJHIND,Bajaj Hindusthan Sugar Limited
SUBEXLTD,Subex Limited
JTEKTINDIA,Jtekt India Limited
SHANKARA,Shankara Building Products Limited
GENESYS,Genesys International Corporation Limited
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited
CAMLINFINE,Camlin Fine Sciences Limited
CONFIPET,Confidence Petroleum India Limited
DATAMATICS,Datamatics Global Services Limited
DEN,Den Networks Limited
HBLPOWER,HBL Power Systems Limited
INFOBEAN,InfoBeans Technologies Limited
WABAG,VA Tech Wabag Limited
XPROINDIA,Xpro India Limited
STYLAMIND,Stylam Industries Limited
KTKBANK,The Karnataka Bank Limited
EXCELINDUS,Excel Industries Limited
INDORAMA,Indo Rama Synthetics (India) Limited
EXPLEOSOL,Expleo Solutions Limited
INEOSSTYRO,INEOS Styrolution India Limited
JAGRAN,Jagran Prakashan Limited
ORISSAMINE,The Orissa Minerals Development Company Limited
ELECTCAST,Electrosteel Castings Limited
FRETAIL,Future Retail Limited
LGBBROSLTD,LG Balakrishnan & Bros Limited
KABRAEXTRU,Kabra Extrusion Technik Limited
KITEX,Kitex Garments Limited
BECTORFOOD,Mrs. Bectors Food Specialities Limited
GOLDIAM,Goldiam International Limited
MOREPENLAB,Morepen Laboratories Limited
NELCO,NELCO Limited
RGL,Renaissance Global Limited
GULPOLY,Gulshan Polyols Limited
ZENTEC,Zen Technologies Limited
GRWRHITECH,Garware Hi-Tech Films Limited
DIAMONDYD,Prataap Snacks Limited
ELECON,Elecon Engineering Company Limited
GABRIEL,Gabriel India Limited
NACLIND,NACL Industries Limited
PANAMAPET,Panama Petrochem Limited
MAYURUNIQ,Mayur Uniquoters Ltd
SWARAJENG,Swaraj Engines Limited
GANECOS,Ganesha Ecosphere Limited
PRICOLLTD,Pricol Limited
SOUTHBANK,The South Indian Bank Limited
ADFFOODS,ADF Foods Limited
SHRIPISTON,Shriram Pistons & Rings Limited
PGEL,PG Electroplast Limited
RPSGVENT,RPSG VENTURES LIMITED
SUNDARMHLD,Sundaram Finance Holdings Limited
MATRIMONY,Matrimony.Com Limited
KRSNAA,Krsnaa Diagnostics Limited
KINGFA,Kingfa Science & Technology (India) Limited
MAXVIL,Max Ventures and Industries Limited
KIRLOSIND,Kirloskar Industries Limited
JSWISPL,JSW Ispat Special Products Limited
CARERATING,CARE Ratings Limited
DBCORP,D.B.Corp Limited
CANTABIL,Cantabil Retail India Limited
THANGAMAYL,Thangamayil Jewellery Limited
GEOJITFSL,Geojit Financial Services Limited
KCP,KCP Limited
HERITGFOOD,Heritage Foods Limited
DFMFOODS,DFM Foods Limited
HIMATSEIDE,Himatsingka Seide Limited
FMGOETZE,Federal-Mogul Goetze (India) Limited.
NDTV,New Delhi Television Limited
OMAXE,Omaxe Limited
SPIC,Southern Petrochemicals Industries Corporation  Limited
AVADHSUGAR,Avadh Sugar & Energy Limited
SOTL,Savita Oil Technologies Limited
TIMETECHNO,Time Technoplast Limited
GALLISPAT,Gallantt Ispat Limited
MTNL,Mahanagar Telephone Nigam Limited
JYOTISTRUC,Jyoti Structures Limited
APTECHT,Aptech Limited
ASHIANA,Ashiana Housing Limited
ACCELYA,Accelya Solutions India Limited
SHANTIGEAR,Shanthi Gears Limited
NAHARPOLY,Nahar Poly Films Limited
SASKEN,Sasken Technologies Limited
NURECA,Nureca Limited
GOCLCORP,GOCL Corporation Limited
PRAKASH,Prakash Industries Limited
DYNAMATECH,Dynamatic Technologies Limited
NXTDIGITAL,NXTDIGITAL LIMITED
KOPRAN,Kopran Limited
AMBIKCO,Ambika Cotton Mills Limited
JMCPROJECT,JMC Projects (India)  Limited
SHIVALIK,Shivalik Rasayan Limited
TEXRAIL,Texmaco Rail & Engineering Limited
EIHAHOTELS,EIH Associated Hotels Limited
WONDERLA,Wonderla Holidays Limited
NEULANDLAB,Neuland Laboratories Limited
SHRIRAMPPS,Shriram Properties Limited
SANDHAR,Sandhar Technologies Limited
DPSCLTD,DPSC Limited
GMBREW,GM Breweries Limited
KSL,Kalyani Steels Limited
THEJO,Thejo Engineering Limited
SIRCA,Sirca Paints India Limited
KESORAMIND,Kesoram Industries Limited
NITINSPIN,Nitin Spinners Limited
SHALBY,Shalby Limited
JKIL,J.Kumar Infraprojects Limited
LSIL,Lloyds Steels Industries Limited
PRECAM,Precision Camshafts Limited
HONDAPOWER,Honda India Power Products Limited
SJS,S.J.S. Enterprises Limited
63MOONS,63 moons technologies limited
UJJIVAN,Ujjivan Financial Services Limited
BODALCHEM,Bodal Chemicals Limited
WHEELS,Wheels India Limited
KDDL,KDDL Limited
POWERMECH,Power Mech Projects Limited
KKCL,Kewal Kiran Clothing Limited
TVSSRICHAK,TVS Srichakra Limited
KHAICHEM,Khaitan Chemicals & Fertilizers Limited
RAMKY,Ramky Infrastructure Limited
VINDHYATEL,Vindhya Telelinks Limited
CENTENKA,Century Enka Limited
TWL,Titagarh Wagons Limited
INSECTICID,Insecticides (India) Limited
ONMOBILE,OnMobile Global Limited
HMT,HMT Limited
AGSTRA,AGS Transact Technologies Limited
CIGNITITEC,Cigniti Technologies Limited
NUCLEUS,Nucleus Software Exports Limited
ESTER,Ester Industries Limited
PATELENG,Patel Engineering Limited
FIEMIND,Fiem Industries Limited
SUVEN,Suven Life Sciences Limited
RIIL,Reliance Industrial Infrastructure Limited
UGROCAP,Ugro Capital Limited
TTKHLTCARE,TTK Healthcare Limited
SUTLEJTEX,Sutlej Textiles and Industries Limited
ANDHRAPAP,ANDHRA PAPER LIMITED
ASHAPURMIN,Ashapura Minechem Limited
ORCHPHARMA,Orchid Pharma Limited
BFUTILITIE,BF Utilities Limited
AJMERA,Ajmera Realty & Infra India Limited
TNPL,Tamil Nadu Newsprint & Papers Limited
VHL,Vardhman Holdings Limited
COFFEEDAY,Coffee Day Enterprises Limited
LUMAXTECH,Lumax Auto Technologies Limited
HUHTAMAKI,Huhtamaki India Limited
SASTASUNDR,Sastasundar Ventures Limited
SUNFLAG,Sunflag Iron And Steel Company Limited
ORIENTHOT,Oriental Hotels Limited
IGARASHI,Igarashi Motors India Limited
SANGAMIND,Sangam (India) Limited
EVERESTIND,Everest Industries Limited
NRBBEARING,NRB Bearing Limited
GIPCL,Gujarat Industries Power Company Limited
REPCOHOME,Repco Home Finance Limited
SESHAPAPER,Seshasayee Paper and Boards Limited
SANGHIIND,Sanghi Industries Limited
WELENT,Welspun Enterprises Limited
ITDCEM,ITD Cementation India Limited
TARC,TARC Limited
CENTRUM,Centrum Capital Limited
RUSHIL,Rushil Decor Limited
BCLIND,Bcl Industries Limited
PNBGILTS,PNB Gilts Limited
TDPOWERSYS,TD Power Systems Limited
DCW,DCW Limited
MANGLMCEM,Mangalam Cement Limited
MPSLTD,MPS Limited
ALICON,Alicon Castalloy Limited
GOKULAGRO,Gokul Agro Resources Limited
CLNINDIA,Clariant Chemicals (India) Limited
GNA,GNA Axles Limited
TI,Tilaknagar Industries Limited
ZEEMEDIA,Zee Media Corporation Limited
PITTIENG,Pitti Engineering Limited
QUICKHEAL,Quick Heal Technologies Limited
TNPETRO,Tamilnadu PetroProducts Limited
BFINVEST,BF Investment Limited
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited
SATIA,Satia Industries Limited
GEPIL,GE Power India Limited
VISAKAIND,Visaka Industries Limited
5PAISA,5Paisa Capital Limited
VADILALIND,Vadilal Industries Limited
WENDT,Wendt (India) Limited
KPIGLOBAL,K.P.I. Global Infrastructure Limited
MONTECARLO,Monte Carlo Fashions Limited
PFS,PTC India Financial Services Limited
UNIDT,United Drilling Tools Limited
SHREDIGCEM,Shree Digvijay Cement Co.Ltd
NAHARCAP,Nahar Capital and Financial Services Limited
EMAMIPAP,Emami Paper Mills Limited
BBL,Bharat Bijlee Limited
CHEMCON,Chemcon Speciality Chemicals Limited
BANCOINDIA,Banco Products (I) Limited
PCJEWELLER,PC Jeweller Limited
BHAGERIA,Bhageria Industries Limited
ENIL,Entertainment Network (India) Limited
RSWM,RSWM Limited
INDNIPPON,India Nippon Electricals Limited
TAJGVK,Taj GVK Hotels & Resorts Limited
CEREBRAINT,Cerebra Integrated Technologies Limited
IMPAL,India Motor Parts and Accessories Limited
SAKSOFT,Saksoft Limited
BAJAJHCARE,Bajaj Healthcare Limited
SURYODAY,Suryoday Small Finance Bank Limited
IFGLEXPOR,IFGL Refractories Limited
UNIENTER,Uniphos Enterprises Limited
ASAL,Automotive Stampings and Assemblies Limited
RPGLIFE,RPG Life Sciences Limited
VSSL,Vardhman Special Steels Limited
PARAGMILK,Parag Milk Foods Limited
PGIL,Pearl Global Industries Limited
GREENPOWER,Orient Green Power Company Limited
NSIL,Nalwa Sons Investments Limited
URJA,Urja Global Limited
FCONSUMER,Future Consumer Limited
PANACEABIO,Panacea Biotec Limited
DHARAMSI,The Dharamsi Morarji Chemical Company Limited
HEXATRADEX,Hexa Tradex Limited
NDL,Nandan Denim Limited
JETAIRWAYS,Jet Airways (India) Limited
XCHANGING,Xchanging Solutions Limited
RADIOCITY,Music Broadcast Limited
AGARIND,Agarwal Industrial Corporation Limited
SIGACHI,Sigachi Industries Limited
MBAPL,Madhya Bharat Agro Products Limited
SMCGLOBAL,SMC Global Securities Limited
FOSECOIND,Foseco India Limited
DREDGECORP,Dredging Corporation of India Limited
PRECWIRE,Precision Wires India Limited
SPAL,S. P. Apparels Limited
APEX,Apex Frozen Foods Limited
ARVSMART,Arvind SmartSpaces Limited
CREATIVE,Creative Newtech Limited
GFLLIMITED,GFL Limited
INDIANHUME,Indian Hume Pipe Company Limited
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited
THEMISMED,Themis Medicare Limited
3IINFOLTD,3i Infotech Limited
ASALCBR,Associated Alcohols & Breweries Ltd.
SHALPAINTS,Shalimar Paints Limited
ADORWELD,Ador Welding Limited
BHAGCHEM,Bhagiradha Chemicals & Industries Limited
SHAKTIPUMP,Shakti Pumps (India) Limited
ARMANFIN,Arman Financial Services Limited
RANEHOLDIN,Rane Holdings Limited
DPABHUSHAN,D. P. Abhushan Limited
LUMAXIND,Lumax Industries Limited
UTTAMSUGAR,Uttam Sugar Mills Limited
ARIHANTCAP,Arihant Capital Markets Limited
KRISHANA,Krishana Phoschem Limited
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited
SHREYAS,Shreyas Shipping & Logistics Limited
RAMCOSYS,Ramco Systems Limited
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited
KELLTONTEC,Kellton Tech Solutions Limited
NCLIND,NCL Industries Limited
DVL,Dhunseri Ventures Limited
DCMSRIND,DCM Shriram Industries Limited
BLISSGVS,Bliss GVS Pharma Limited
OCCL,Oriental Carbon & Chemicals Limited
MADRASFERT,Madras Fertilizers Limited
SANGHVIMOV,Sanghvi Movers Limited
ALLSEC,Allsec Technologies Limited
SMSPHARMA,SMS Pharmaceuticals Limited
ONWARDTEC,Onward Technologies Limited
ANUP,The Anup Engineering Limited
MEDICAMEQ,Medicamen Biotech Limited
IWEL,Inox Wind Energy Limited
DECCANCE,Deccan Cements Limited
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited
HTMEDIA,HT Media Limited
UGARSUGAR,The Ugar Sugar Works Limited
MANORG,Mangalam Organics Limited
SATIN,Satin Creditcare Network Limited
SPECIALITY,Speciality Restaurants Limited
ARSHIYA,Arshiya Limited
ZOTA,Zota Health Care LImited
JAYAGROGN,Jayant Agro Organics Limited
AURIONPRO,Aurionpro Solutions Limited
CAPACITE,Capacit'e Infraprojects Limited
AWHCL,Antony Waste Handling Cell Limited
SEPC,SEPC Limited
RCOM,Reliance Communications Limited
ISMTLTD,ISMT Limited
ORIENTBELL,Orient Bell Limited
DEEPINDS,Deep Industries Limited
TEXINFRA,Texmaco Infrastructure & Holdings Limited
ORIENTPPR,Orient Paper & Industries Limited
SPENCERS,Spencer's Retail Limited
GOODLUCK,Goodluck India Limited
HPAL,HP Adhesives Limited
BALAJITELE,Balaji Telefilms Limited
SMLISUZU,SML Isuzu Limited
ROSSELLIND,Rossell India Limited
DIGISPICE,DiGiSPICE Technologies Limited
GICHSGFIN,GIC Housing Finance Limited
STEELCAS,Steelcast Limited
JUBLINDS,Jubilant Industries Limited
KUANTUM,Kuantum Papers Limited
VIMTALABS,Vimta Labs Limited
FLFL,Future Lifestyle Fashions Limited
JINDRILL,Jindal Drilling And Industries Limited
KICL,Kalyani Investment Company Limited
FCSSOFT,FCS Software Solutions Limited
YUKEN,Yuken India Limited
DYNPRO,Dynemic Products Limited
TCPLPACK,TCPL Packaging Limited
NAHARINDUS,Nahar Industrial Enterprises Limited
PARSVNATH,Parsvnath Developers Limited
SUMMITSEC,Summit Securities Limited
BIGBLOC,Bigbloc Construction Limited
EQUIPPP,Equippp Social Impact Technologies Limited
IFBAGRO,IFB Agro Industries Limited
GANESHBE,Ganesh Benzoplast Limited
RAJMET,Rajnandini Metal Limited
LINCOLN,Lincoln Pharmaceuticals Limited
KAMDHENU,Kamdhenu Limited
ADSL,Allied Digital Services Limited
VLSFINANCE,VLS Finance Limited
JAYBARMARU,Jay Bharat Maruti Limited
HCL-INSYS,HCL Infosystems Limited
JASH,Jash Engineering Limited
ARTEMISMED,Artemis Medicare Services Limited
SALASAR,Salasar Techno Engineering Limited
HLVLTD,HLV LIMITED
UNIVPHOTO,Universus Photo Imagings Limited
BLKASHYAP,B. L. Kashyap and Sons Limited
MONARCH,Monarch Networth Capital Limited
KANORICHEM,Kanoria Chemicals & Industries Limited
BGRENERGY,BGR Energy Systems Limited
KOKUYOCMLN,Kokuyo Camlin Limited
HITECH,Hi-Tech Pipes Limited
APCL,Anjani Portland Cement Limited
BINDALAGRO,Oswal Chemicals & Fertilizers Limited
CONTROLPR,Control Print Limited
STCINDIA,The State Trading Corporation of India Limited
CENTUM,Centum Electronics Limited
KBCGLOBAL,KBC Global Limited
THEINVEST,The Investment Trust Of India Limited
SWELECTES,Swelect Energy Systems Limited
LIKHITHA,Likhitha Infrastructure Limited
RML,Rane (Madras) Limited
AARTISURF,Aarti Surfactants Limited
AYMSYNTEX,AYM Syntex Limited
ZUARI,Zuari Agro Chemicals Limited
ASIANTILES,Asian Granito India Limited
TALBROAUTO,Talbros Automotive Components Limited
SVPGLOB,SVP GLOBAL TEXTILES LIMITED
INTLCONV,International Conveyors Limited
SKIPPER,Skipper Limited
SOUTHWEST,South West Pinnacle Exploration Limited
SHYAMCENT,Shyam Century Ferrous Limited
MANINDS,Man Industries (India) Limited
NBIFIN,N. B. I. Industrial Finance Company Limited
MARATHON,Marathon Nextgen Realty Limited
BETA,Beta Drugs Limited
TFCILTD,Tourism Finance Corporation of India Limited
SUULD,Suumaya Industries Limited
ARIHANTSUP,Arihant Superstructures Limited
NECLIFE,Nectar Lifesciences Limited
RUBYMILLS,The Ruby Mills Limited
MGEL,Mangalam Global Enterprise Limited
INDRAMEDCO,Indraprastha Medical Corporation Limited
KRITI,Kriti Industries (India) Limited
RAMASTEEL,Rama Steel Tubes Limited
UNITECH,Unitech Limited
ZUARIGLOB,Zuari Global Limited
DELPHIFX,DELPHI WORLD MONEY LIMITED
EXXARO,Exxaro Tiles Limited
MAWANASUG,Mawana Sugars Limited
CREST,Crest Ventures Limited
PLASTIBLEN,Plastiblends India Limited
NELCAST,Nelcast Limited
BBTCL,B&B Triplewall Containers Limited
SNOWMAN,Snowman Logistics Limited
VASCONEQ,Vascon Engineers Limited
KOTHARIPET,Kothari Petrochemicals Limited
CLSEL,Chaman Lal Setia Exports Limited
V2RETAIL,V2 Retail Limited
REPRO,Repro India Limited
BASML,Bannari Amman Spinning Mills Limited
MMP,MMP Industries Limited
MENONBE,Menon Bearings Limited
DLINKINDIA,D-Link (India) Limited
SANDESH,The Sandesh Limited
YAARI,Yaari Digital Integrated Services Limited
ORICONENT,Oricon Enterprises Limited
VIKASLIFE,Vikas Lifecare Limited
VIKASLIFE,Vikas Lifecare Limited
PENIND,Pennar Industries Limited
GALLANTT,Gallantt Metal Limited
STERTOOLS,Sterling Tools Limited
JAIBALAJI,Jai Balaji Industries Limited
MANAKSIA,Manaksia Limited
VINYLINDIA,Vinyl Chemicals (India) Limited
CYBERTECH,Cybertech Systems And Software Limited
NAVKARCORP,Navkar Corporation Limited
AXISCADES,AXISCADES Technologies Limited
TVSELECT,TVS Electronics Limited
GOACARBON,Goa Carbon Limited
RBL,Rane Brake Lining Limited
SARLAPOLY,Sarla Performance Fibers Limited
MALLCOM,Mallcom (India) Limited
BIRLACABLE,Birla Cable Limited
INNOVANA,Innovana Thinklabs Limited
INDOBORAX,Indo Borax & Chemicals Limited
SREEL,Sreeleathers Limited
WINDLAS,Windlas Biotech Limited
KAYA,Kaya Limited
TBZ,Tribhovandas Bhimji Zaveri Limited
SADBHAV,Sadbhav Engineering Limited
NRAIL,N R Agarwal Industries Limited
GANDHITUBE,Gandhi Special Tubes Limited
HMVL,Hindustan Media Ventures Limited
SEJALLTD,Sejal Glass Limited
CONSOFINVT,Consolidated Finvest & Holdings Limited
HERCULES,Hercules Hoists Limited
MAGADSUGAR,Magadh Sugar & Energy Limited
DPWIRES,D P Wires Limited
UNIVCABLES,Universal Cables Limited
RANASUG,Rana Sugars Limited
MIRCELECTR,MIRC Electronics Limited
PTL,PTL Enterprises Limited
DUCON,Ducon Infratechnologies Limited
TRIL,Transformers And Rectifiers (India) Limited
SDBL,Som Distilleries & Breweries Limited
GAYAPROJ,Gayatri Projects Limited
ASIANENE,Asian Energy Services Limited
DCMNVL,DCM Nouvelle Limited
VISESHINFO,Visesh Infotecnics Limited
VARDHACRLC,Vardhman Acrylics Limited
BHARATWIRE,Bharat Wire Ropes Limited
ANDHRACEMT,Andhra Cements Limited
TAKE,Take Solutions Limited
MUTHOOTCAP,Muthoot Capital Services Limited
RICOAUTO,Rico Auto Industries Limited
ADVANIHOTR,Advani Hotels & Resorts (India) Limited
FOODSIN,Foods & Inns Limited
RELCAPITAL,Reliance Capital Limited
KSOLVES,Ksolves India Limited
TRIGYN,Trigyn Technologies Limited
LINC,Linc Limited
MSPL,MSP Steel & Power Limited
BSHSL,Bombay Super Hybrid Seeds Limited
HPL,HPL Electric & Power Limited
COASTCORP,Coastal Corporation Limited
MUNJALAU,Munjal Auto Industries Limited
NATHBIOGEN,Nath Bio-Genes (India) Limited
ZEELEARN,Zee Learn Limited
XELPMOC,Xelpmoc Design And Tech Limited
HITECHGEAR,The Hi-Tech Gears Limited
GODHA,Godha Cabcon & Insulation Limited
KHADIM,Khadim India Limited
OMINFRAL,OM INFRA LIMITED
MAXIND,Max India Limited
INDOTHAI,Indo Thai Securities Limited
INDSWFTLAB,Ind-Swift Laboratories Limited
MUNJALSHOW,Munjal Showa Limited
HITECHCORP,Hitech Corporation Limited
CEBBCO,Commercial Engineers & Body Builders Co Limited
HINDCOMPOS,Hindustan Composites Limited
LYKALABS,Lyka Labs Limited
UFO,UFO Moviez India Limited
KNAGRI,KN Agri Resources Limited
JPINFRATEC,Jaypee Infratech Limited
KOTHARIPRO,Kothari Products Limited
DHUNINV,Dhunseri Investments Limited
VISHWARAJ,Vishwaraj Sugar Industries Limited
PRECOT,Precot Limited
MEGASOFT,Megasoft Limited
MARINE,Marine Electricals (India) Limited
GINNIFILA,Ginni Filaments Limited
REPL,Rudrabhishek Enterprises Limited
PPL,Prakash Pipes Limited
PDMJEPAPER,Pudumjee Paper Products Limited
SHEMAROO,Shemaroo Entertainment Limited
SHIVAMAUTO,Shivam Autotech Limited
OSWALAGRO,Oswal Agro Mills Limited
BANSWRAS,Banswara Syntex Limited
PRAXIS,Praxis Home Retail Limited
ACCURACY,Accuracy Shipping Limited
VENUSREM,Venus Remedies Limited
GENUSPAPER,Genus Paper & Boards Limited
GSCLCEMENT,Gujarat Sidhee Cement Limited
ATULAUTO,Atul Auto Limited
ORIENTABRA,Orient Abrasives Limited
CLEDUCATE,CL Educate Limited
CHEMFAB,Chemfab Alkalis Limited
MEP,MEP Infrastructure Developers Limited
SILINV,SIL Investments Limited
BALAXI,BALAXI PHARMACEUTICALS LIMITED
NRL,Nupur Recyclers Limited
HDIL,Housing Development and Infrastructure Limited
SPTL,Sintex Plastics Technology Limited
PASUPTAC,Pasupati Acrylon Limited
WEBELSOLAR,Websol Energy System Limited
ASAHISONG,Asahi Songwon Colors Limited
AURUM,Aurum PropTech Limited
DIL,Debock Industries Limited
VIKASECO,Vikas EcoTech Limited
MARALOVER,Maral Overseas Limited
SCHAND,S Chand And Company Limited
BIRLAMONEY,Aditya Birla Money Limited
PREMEXPLN,Premier Explosives Limited
HUBTOWN,Hubtown Limited
ORBTEXP,Orbit Exports Limited
ROHLTD,Royal Orchid Hotels Limited
MINDTECK,Mindteck (India) Limited
DANGEE,Dangee Dums Limited
PROZONINTU,Prozone Intu Properties Limited
IRISDOREME,Iris Clothings Limited
GKWLIMITED,GKW Limited
SADBHIN,Sadbhav Infrastructure Project Limited
CUPID,Cupid Limited
DICIND,DIC India Limited
GOKUL,Gokul Refoils and Solvent Limited
PODDARMENT,Poddar Pigments Limited
PENINLAND,Peninsula Land Limited
GEECEE,GeeCee Ventures Limited
DHANBANK,Dhanlaxmi Bank Limited
ROHITFERRO,Rohit Ferro-Tech Limited
KREBSBIO,Krebs Biochemicals and Industries Limited
MAHESHWARI,Maheshwari Logistics Limited
BPL,BPL Limited
HIRECT,Hind Rectifiers Limited
BIL,Bhartiya International Limited
ALBERTDAVD,Albert David Limited
JPOLYINVST,Jindal Poly Investment and Finance Company Limited
INVENTURE,Inventure Growth & Securities Limited
CINELINE,Cineline India Limited
BAFNAPH,Bafna Pharmaceuticals Limited
EMKAYTOOLS,Emkay Taps and Cutting Tools Limited
EROSMEDIA,Eros International Media Limited
BIRLATYRE,Birla Tyres Limited
NGIL,Nakoda Group of Industries Limited
KOTARISUG,Kothari Sugars And Chemicals Limited
SALZERELEC,Salzer Electronics Limited
NIPPOBATRY,Indo-National Limited
PENTAGOLD,Penta Gold Limited
KOTYARK,Kotyark Industries Limited
RUCHIRA,Ruchira Papers Limited
WEALTH,Wealth First Portfolio Managers Limited
EIFFL,Euro India Fresh Foods Limited
SELAN,Selan Exploration Technology Limited
AKSHARCHEM,AksharChem India Limited
PRIMESECU,Prime Securities Limited
MANAKSTEEL,Manaksia Steels Limited
KCPSUGIND,KCP Sugar and Industries Corporation Limited
SRPL,Shree Ram Proteins Limited
ISFT,Intrasoft Technologies Limited
WANBURY,Wanbury Limited
SAKUMA,Sakuma Exports Limited
DONEAR,Donear Industries Limited
DTIL,Dhunseri Tea & Industries Limited
SIMPLEXINF,Simplex Infrastructures Limited
AHLEAST,Asian Hotels (East) Limited
EUROBOND,Euro Panel Products Limited
ASHIMASYN,Ashima Limited
ABAN,Aban Offshore Limited
JINDALPHOT,Jindal Photo Limited
KMSUGAR,K.M.Sugar Mills Limited
JAYSREETEA,Jayshree Tea & Industries Limited
PPAP,PPAP Automotive Limited
FEL,Future Enterprises Limited
GOLDTECH,Goldstone Technologies Limited
SHIVATEX,Shiva Texyarn Limited
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
KILITCH,Kilitch Drugs (India) Limited
20MICRONS,20 Microns Limited
KANPRPLA,Kanpur Plastipack Limited
SILVERTUC,Silver Touch Technologies Limited
EMKAY,Emkay Global Financial Services Limited
LGBFORGE,LGB Forge Limited
SREINFRA,SREI Infrastructure Finance Limited
WINDMACHIN,Windsor Machines Limited
ALMONDZ,Almondz Global Securities Limited
MBLINFRA,MBL Infrastructures Limited
JITFINFRA,JITF Infralogistics Limited
MAHEPC,Mahindra EPC Irrigation Limited
SGIL,Synergy Green Industries Limited
HINDMOTORS,Hindustan Motors Limited
AAKASH,Aakash Exploration Services Limited
RAMANEWS,Shree Rama Newsprint Limited
REFEX,Refex Industries Limited
LIBERTSHOE,Liberty Shoes Limited
ZODIACLOTH,Zodiac Clothing Company Limited
SITINET,Siti Networks Limited
STARPAPER,Star Paper Mills Limited
UCALFUEL,Ucal Fuel Systems Limited
APOLLO,Apollo Micro Systems Limited
GUJAPOLLO,Gujarat Apollo Industries Limited
HARRMALAYA,Harrisons  Malayalam Limited
ARTNIRMAN,Art Nirman Limited
BRNL,Bharat Road Network Limited
CHEMBOND,Chembond Chemicals Ltd
MCLEODRUSS,Mcleod Russel India Limited
DSSL,Dynacons Systems & Solutions Limited
SINTERCOM,Sintercom India Limited
NDRAUTO,Ndr Auto Components Limited
SIGMA,Sigma Solve Limited
PIONDIST,Pioneer Distilleries Limited
RNAVAL,Reliance Naval and Engineering Limited
SAKAR,Sakar Healthcare Limited
GULFPETRO,GP Petroleums Limited
INDOTECH,Indo Tech Transformers Limited
INSPIRISYS,Inspirisys Solutions Limited
PANSARI,Pansari Developers Limited
EMAMIREAL,Emami Realty Limited
ANMOL,Anmol India Limited
MOLDTECH,Mold-Tek Technologies Limited
MACPOWER,Macpower CNC Machines Limited
ONEPOINT,One Point One Solutions Limited
AIRAN,Airan Limited
GIRRESORTS,GIR Natureview Resorts Limited
BEDMUTHA,Bedmutha Industries Limited
NILAINFRA,Nila Infrastructures Limited
TEXMOPIPES,Texmo Pipes and Products Limited
SORILINFRA,SORIL Infra Resources Limited
KANANIIND,Kanani Industries Limited
GPTINFRA,GPT Infraprojects Limited
TTL,T T Limited
VIPULLTD,Vipul Limited
MODISNME,Modison Metals Limited
WFL,Wonder Fibromats Limited
APOLSINHOT,Apollo Sindoori Hotels Limited
DENORA,De Nora India Limited
STEL,Stel Holdings Limited
SMSLIFE,SMS Lifesciences India Limited
SPMLINFRA,SPML Infra Limited
IVC,IL&FS Investment Managers Limited
ANSALAPI,Ansal Properties & Infrastructure Limited
RPPL,Rajshree Polypack Limited
PILITA,PIL ITALICA LIFESTYLE LIMITED
BEWLTD,BEW Engineering Limited
SHIGAN,Shigan Quantum Technologies Limited
FSC,Future Supply Chain Solutions Limited
MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited
REVATHI,Revathi Equipment Limited
AUTOIND,Autoline Industries Limited
RAJTV,Raj Television Network Limited
OSIAHYPER,Osia Hyper Retail Limited
BRFL,Bombay Rayon Fashions Limited
LOVABLE,Lovable Lingerie Limited
CAREERP,Career Point Limited
TEMBO,Tembo Global Industries Limited
ASTRON,Astron Paper & Board Mill Limited
SHAHALLOYS,Shah Alloys Limited
INDTERRAIN,Indian Terrain Fashions Limited
COMPINFO,Compuage Infocom Limited
ELGIRUBCO,Elgi Rubber Company Limited
PONNIERODE,Ponni Sugars (Erode) Limited
ALPHAGEO,Alphageo (India) Limited
PAR,Par Drugs And Chemicals Limited
MAZDA,Mazda Limited
GSS,GSS Infotech Limited
IRIS,Iris Business Services Limited
VIPCLOTHNG,VIP Clothing Limited
RUCHINFRA,Ruchi Infrastructure Limited
